Question,Semester,Grade
Q36*,2022-1,0.67
Q36*,2022-1,1.0
Q36*,2022-1,0.17
Q36*,2022-1,0.33
Q36*,2022-1,0.17
Q36*,2022-1,0.33
Q36*,2022-1,0.0
Q36*,2022-1,0.0
Q36*,2022-1,0.0
Q36*,2022-1,0.0
Q36*,2022-1,0.0
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.0
Q36*,2022-1,0.17
Q36*,2022-1,0.0
Q36*,2022-1,0.17
Q36*,2022-1,0.0
Q36*,2022-1,0.17
Q36*,2022-1,0.0
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.67
Q36*,2022-1,0.17
Q36*,2022-1,0.0
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.0
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.0
Q36*,2022-1,0.67
Q36*,2022-1,0.0
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.17
Q36*,2022-1,0.0
Q36*,2022-1,0.0
Q36*,2022-1,1.0
Q36*,2022-1,0.0
